title,url,date_published,snippet,body
Lithuania enforces EU sanctions on goods to Russia’s Kaliningrad,https://www.aljazeera.com/news/2022/6/18/lithuania-enforces-eu-sanctions-on-goods-to-russias-kaliningrad,2022-06-18T18:51:25Z,Transit ban on goods may increase already high levels of tension between Russia and NATO following invasion of Ukraine.,"Lithuanian authorities have banned the transit through their territory of goods to the Russian enclave of Kaliningrad that are subject to European Union sanctions, according to the national rail serv… [+2350 chars]"
Tourist destinations gear up for summer without Russian visitors,https://www.aljazeera.com/news/2022/5/31/tourist-destinations-gear-up-for-summer-without-russian-visitors,2022-05-31T09:23:35Z,"Greece, Turkey, and Cyprus face uncertain summer season as numbers of Russian tourists slump amid war on Ukraine.","Athens, Greece Key European tourist destinations are set for a summer season largely without Russian visitors amid sanctions over the war on Ukraine and actions taken by Moscow.
Russian President Vl… [+5461 chars]"
"EU blacklist names Russian army’s ‘butchers’ of Bucha, Mariupol",https://www.aljazeera.com/news/2022/6/3/eu-blacklists-bucha-butchers-in-latest-russia-sanctions,2022-06-03T19:14:10Z,The EU blacklisted Russian army commanders who led troops involved in atrocities in Ukraine's Bucha and Mariupol.,"The European Union has named and blacklisted two Russian military commanders who it said led troops involved in atrocities in Ukraine, describing the pair as the butchers of the town of Bucha and Mar… [+3490 chars]"
"Sanctions on Russia, protecting energy, food: The G7 action plans",https://www.aljazeera.com/news/2022/6/28/russia-sanctions-energy-food-the-g7-action-plans,2022-06-28T17:11:21Z,The annual summit was dominated by talks on how the Group of Seven can support Ukraine in repelling Russia's invasion.,"Leaders of the Group of Seven (G7) rich democracies have wrapped up a three-day summit at a luxury resort in the Bavarian Alps in southern Germany.
The annual summit was dominated by talks on how th… [+6184 chars]"
‘Cold War mentality’: China’s Xi denounces ‘abuse of sanctions’,https://www.aljazeera.com/news/2022/6/23/one-big-family-chinas-xi-denounces-abuse-of-sanctions,2022-06-23T19:24:41Z,"At  BRICS meeting, Chinese leader says world must move away from US-led hegemony and towards harmonious future.",Chinese President Xi Jinping said the world should oppose unilateral sanctions and efforts by some countries to maintain their political and military power a veiled shot at the United States and its … [+4044 chars]
Russia warns Lithuania over Kaliningrad restrictions,https://www.aljazeera.com/news/2022/6/20/russia-demands-lifting-of-lithuanias-kaliningrad-restrictions,2022-06-20T14:04:07Z,"Moscow decries 'openly hostile' limits on flow of EU-sanctioned goods to Russian exclave, as Lithuania defends measures.","Russias foreign ministry has demanded the immediate lifting of Lithuanias openly hostile restrictions on the rail transit of EU-sanctioned goods to Moscows exclave of Kaliningrad.
Sandwiched between… [+2257 chars]"
Russia threatens retaliation over Norway Arctic island goods ban,https://www.aljazeera.com/news/2022/6/29/russia-threatens-retaliation-against-norway-over-artic-access,2022-06-29T16:54:51Z,Russian foreign ministry says Norway's restrictions on goods disrupted work of its consulate-general on Arctic islands.,"Russia has accused Norway of imposing restrictions that block goods destined for Russian-populated settlements on the Arctic archipelago of Svalbard, and has threatened unspecified retaliatory measur… [+2459 chars]"
"NATO summit: Zelenskyy pushes for modern artillery, funds",https://www.aljazeera.com/news/2022/6/29/zelenskyy-asks-nato-leaders-for-modern-artillery-funds,2022-06-29T13:14:10Z,Ukrainian president says Russian invasion was 'a war for the right to dictate conditions in Europe'.,"President Volodymyr Zelenskyy has asked NATO leaders for modern weapons and funds to support Ukraines fight against Russias invasion, warning the fighting could spill beyond its borders and into thei… [+2603 chars]"
EU leaders gather amid divisions over Russian oil embargo,https://www.aljazeera.com/news/2022/5/30/eu-not-ready-to-agree-russia-oil-ban-leaders-say,2022-05-30T15:45:08Z,Ukraine's Volodymyr Zelenskyy will address the EU leaders summit by video as divisions remain over Russian energy.,"European Union leaders have gathered in a new show of solidarity with Ukraine, but divisions over whether to target Russian oil in a new series of sanctions are exposing the limits of how far the blo… [+3191 chars]"
Is Russia stealing and selling grain from Ukraine?,https://www.aljazeera.com/news/2022/6/9/is-russia-stealing-and-selling-grain-from-ukraine,2022-06-09T10:55:40Z,Ukraine officials accuse Russia of stealing 'several hundred thousand tonnes' in areas under Russian occupation.,"Ukraine has accused Russia of stealing grain from the country and selling it, while Russia has denied the claims.
The allegations come amid fears of a global food crisis over Ukraines inability to e… [+5085 chars]"
Ukraine: Russian warplanes pound Kyiv after weeks of calm,https://www.aljazeera.com/news/2022/6/26/russian-planes-strike-as-g7-leaders-gather-in-germany,2022-06-26T20:46:58Z,"Kyiv Mayor Vitali Klitschko says missiles hit at least two residential buildings, killing one person.","Russian air strikes hammered Ukraines capital Kyiv for the first time in weeks, slamming into an apartment block and kindergarten and killing at least one person with others trapped in destroyed buil… [+4776 chars]"
Russia-Ukraine live: Kyiv urges more weapons as war hits 100 days,https://www.aljazeera.com/news/2022/6/2/ukraine-pleads-for-more-weapons-as-war-enters-100th-day-liveblog,2022-06-02T20:58:54Z,"As war enters its 100th day, Ukraine's president urges Western nations to send more weapons to fend off Russian forces.",<ul><li>Ukraines President Volodymyr Zelenskyy says Russian forces have occupied about 20 percent of his nations territory.</li><li>Russian President Vladimir Putin will host the head of the African … [+4307 chars]
Russia and China open cross-border bridge as ties deepen,https://www.aljazeera.com/news/2022/6/10/russia-and-china-open-cross-border-bridge-as-ties-deepen,2022-06-10T15:01:44Z,Moscow and Beijing hope new bridge linking Russian city of Blagoveshchensk to Chinese city of Heihe will boost trade.,Russia and China have opened a new cross-border bridge in the Far East that they hope will further strengthen trade as Moscow reels from sweeping Western sanctions imposed over its actions in Ukraine… [+1922 chars]
EU leaders agree to Russian oil ban after compromise with Hungary,https://www.aljazeera.com/news/2022/5/31/eu-leaders-agree-russian-oil-ban-after-hungary-compromise,2022-05-31T02:10:51Z,"EU says deal will effectively cut 90 percent of oil imports by year-end, cutting off key source of Moscow's war funding.","European Union leaders have agreed in principle to cut 90 percent of oil imports from Russia by the end of this year, cutting off a vital source of funding for Moscows invasion of Ukraine, after reac… [+3329 chars]"
Russia’s Vladimir Putin defends global food crisis stance,https://www.aljazeera.com/news/2022/6/24/russias-putin-defends-position-on-global-food-crisis,2022-06-24T16:08:09Z,Russian leader accuses Western countries of 'destabilising global agricultural production'.,"Russian President Vladimir Putin on Friday said his countrys military action in Ukraine was not responsible for the global food crisis, claiming that the West was preventing the export of Russian gra… [+1791 chars]"
Russia-Ukraine war: Lavrov ‘forced to cancel Serbia visit’,https://www.aljazeera.com/news/2022/6/6/russia-ukraine-war-lavrov-forced-to-cancel-serbia-visit,2022-06-06T04:58:57Z,Serbian daily says Russian foreign minister visit cancelled after European countries close their airspace to his plane.,"A visit to Serbia by Russian Foreign Minister Sergey Lavrov has been cancelled after countries around the Balkan nation closed their airspace to his aircraft, according to media reports.
North Maced… [+1061 chars]"
G7 leaders discuss price cap on Russian oil over Ukraine invasion,https://www.aljazeera.com/economy/2022/6/26/g7-discuss-oil-price-cap-on-russia-over-ukraine-invasion,2022-06-26T17:41:52Z,G7 leaders meeting in Germany discuss plans to reduce Russian revenues from oil exports amid a surge in energy prices.,"Leaders of Group of Seven (G7) nations have discussed plans to cap the price of Russian oil in order to put the squeeze on Moscow, which is benefiting from soaring energy prices, and cut off its mean… [+3352 chars]"
"Russia-Ukraine war: List of key events, day 123",https://www.aljazeera.com/news/2022/6/26/russia-ukraine-war-list-of-key-events-day-123,2022-06-26T07:55:14Z,"As the Russia-Ukraine war enters its 123rd day, we take a look at the main developments.","Here are the key events so far on Sunday, June 26.
Get the latest updates here.
Fighting
<ul><li>Explosions have been heard in the Shevchenkivskiy district of the Ukrainian capital Kyiv, Mayor Vit… [+1159 chars]"
100 days of economic war: Can the West win against Russia?,https://www.aljazeera.com/opinions/2022/6/3/100-days-of-economic-war-can-the-west-win-against-russia,2022-06-03T09:53:19Z,"To cut the economic lifelines of Russia, the West needs to assume a carrot-and-stick approach.","For 100 days Ukrainians have been resisting a brutal Russian invasion; they fight alone but are financially backed by the West.
The US Senate just passed a $40bn aid package with bipartisan support,… [+8520 chars]"
"Russia-Ukraine war: List of key events, day 104",https://www.aljazeera.com/news/2022/6/7/russia-ukraine-war-list-of-key-events-day-104,2022-06-07T07:28:55Z,"As the Russia-Ukraine war enters its 104th day, we take a look at the main developments.","Here are the key events so far on Tuesday, June 7.
Get the latest updates here.
Fighting
<ul><li>Ukrainian President Volodymyr Zelenskyy appealed for more weapons to arrive faster, saying things c… [+4198 chars]"
Saudi economy sees fastest growth in decade on higher oil output,https://www.aljazeera.com/economy/2022/6/7/saudi-economy-sees-fastest-growth-in-decade-on-higher-oil-output,2022-06-07T10:08:55Z,The higher oil production by Saudi Arabia and other OPEC+ states was to offset Russian output losses.,"Saudi Arabias gross domestic product grew 9.9 percent in the first quarter, the fastest in a decade and more than a flash estimate last month of 9.6 percent, official data shows.
It was the fastest … [+1804 chars]"
"Turkey, Russia discuss efforts to restart Ukrainian grain exports",https://www.aljazeera.com/news/2022/6/8/turkey-russia-discuss-efforts-to-restart-ukrainian-grain-exports,2022-06-08T12:18:44Z,"In meeting with Russian counterpart, Turkey's foreign minister says UN proposal to restart Ukraine exports 'reasonable'.","Turkeys foreign minister has said a United Nations plan to restart Ukrainian grain exports along a sea corridor was reasonable during talks with his Russian counterpart in Ankara.
Various ideas have… [+3786 chars]"
10 killed in Russian missile strike on Ukrainian shopping centre,https://www.aljazeera.com/news/2022/6/27/10-killed-from-russian-missile-strike-on-ukrainian-shopping-mall,2022-06-27T18:02:16Z,Many more feared dead or wounded after Russian missile attack on crowded shopping mall in Ukrainian city of Kremenchuk.,"A Russian missile strike hit a crowded shopping centre in the central Ukrainian city of Kremenchuk, killing at least 10 people and wounding 40, senior Ukrainian officials said.
The attack on Monday … [+3890 chars]"
Kaliningrad standoff could reveal if Russia wants to ‘escalate’,https://www.aljazeera.com/news/2022/6/24/achilles-heel-of-nato-tensions-amid-kaliningrads-transit-ban,2022-06-24T12:18:36Z,Al Jazeera speaks to geopolitical expert Agnia Grigas on the tensions between Russia and Lithuania.,"Last Saturday, Lithuania banned the transit of goods subjected to European Union sanctions through its territory to the Russian exclave Kaliningrad, which is in the Baltic Sea and about 1,300km (800 … [+6948 chars]"
"Russia, Turkey discuss grain export corridor from Ukraine",https://www.aljazeera.com/news/2022/6/7/russia-turkey-discuss-grain-exports-corridor-from-ukraine,2022-06-07T19:16:40Z,"Russia's invasion of Ukraine in February halted Kyiv's Black Sea grain exports, threatening a global food crisis.","Russian and Turkish defence ministers have discussed a potential grain export corridor from Ukraine, as well as the situation in northern Syria, Turkeys defence ministry said as Ankara and Moscow gea… [+2386 chars]"
Russian hackers claim responsibility for cyberattack on Lithuania,https://www.aljazeera.com/news/2022/6/27/russia-hackers-claim-responsibility-for-cyber-attack-on-lithuania,2022-06-27T15:43:08Z,Hacking group claimed attack in response to decision by Vilnius to ban transit of goods to Russia's Kaliningrad exclave.,"Russian hacker group Killnet has claimed responsibility for a denial-of-service (DDOS) cyberattack on Lithuania, saying it was in response to the decision by Vilnius to block the transit of some sanc… [+2563 chars]"
Russian parliament votes to tighten ‘foreign agents’ law,https://www.aljazeera.com/news/2022/6/7/russian-parliament-votes-to-tighten-foreign-agents-law,2022-06-07T22:16:03Z,The bill says any person who receives financial or any kind of support from abroad can be designated a 'foreign agent'.,"The lower house of Russias parliament has given initial approval to a bill further tightening the countrys laws against foreign agents, at a time when President Vladimir Putin has warned the Russian … [+2572 chars]"
Russia-Ukraine live news: Severodonetsk is just ‘hell’ – Governor,https://www.aljazeera.com/news/2022/6/21/russia-ukraine-live-news-severodonetsk-just-hell-governor-liveblog,2022-06-21T00:15:28Z,"Serhiy Haidai describes non-stop shelling in the city, saying 'everything is engulfed in fire'.","<ul><li>Russias foreign ministry will on Tuesday summon the European Union ambassador to Moscow over Lithuanias ban on the transit of goods under EU sanctions through Kaliningrad, the regions governo… [+3806 chars]"
"Russia-Ukraine war: List of key events, day 119",https://www.aljazeera.com/news/2022/6/22/russia-ukraine-war-list-of-key-events-day-119,2022-06-22T07:53:41Z,"As the Russia-Ukraine war enters its 119th day, we take a look at the main developments.","Here are the key events so far on Wednesday, June 22.
Get the latest updates here.
Fighting
<ul><li>Russian shelling killed at least 15 civilians in the eastern Kharkiv region on Tuesday, includin… [+2319 chars]"
Estonia protests to Russia over helicopter airspace violation,https://www.aljazeera.com/news/2022/6/21/estonia-protests-to-russia-over-helicopter-airspace-violation,2022-06-21T22:42:45Z,"Estonia also called for Russian troops to leave Ukraine, and expressed solidarity with fellow Baltic nation Lithuania.","NATO member Estonia summoned the Russian ambassador to protest an extremely serious violation of its airspace by a Russian border guard helicopter, the foreign ministry said.
The Estonian foreign mi… [+2133 chars]"
Russia ‘earned’ $98bn in fuel exports in 100 days of Ukraine war,https://www.aljazeera.com/news/2022/6/13/russia-earned-98bn-from-fuel-export-in-100-days-of-ukraine-war,2022-06-13T07:42:52Z,A new report says most exports went to European countries as Kyiv urges the West to sever all trade with Moscow.,"Russia has earned $98bn from fossil fuel exports during the first 100 days of its war in Ukraine, with the European Union being the top importer, according to new research.
The report published on M… [+2484 chars]"
"Russia-Ukraine live news: Erdogan talks with Putin, Zelenskyy",https://www.aljazeera.com/news/2022/5/30/turkey-erdogan-talks-with-putin-zelenskyy-about-grain-exports-liveblog,2022-05-30T21:09:34Z,"Turkish president discusses reopening Ukrainian ports for grain export, offers role in 'observation mechanism'.","<ul><li>Turkish President Tayyip Erdogan has held talks with Ukraines Volodymyr Zelenskyy and Russias Vladimir Putin, offering to facilitate the reopening of Ukrainian ports.</li><li>The Kremlin says… [+5156 chars]"
China’s Xi reaffirms support for Russia’s security concerns,https://www.aljazeera.com/news/2022/6/15/putin-xi-agree-to-ramp-up-economic-cooperation-amid-sanctions-k,2022-06-15T16:47:06Z,According to Moscow Xi Jinping 'noted the legitimacy of the actions' taken by Russia to protect its national interests.,"Chinese President Xi Jinping has reaffirmed his countrys support for Moscow on issues of sovereignty and security in a phone call with Russian leader Vladimir Putin, Chinese state media reported.
Xi… [+2876 chars]"
UN had ‘constructive’ talks in Moscow on Russian grain exports,https://www.aljazeera.com/news/2022/5/31/un-had-constructive-talks-in-moscow-on-russian-grain-exports,2022-05-31T20:10:16Z,"Talks took place on facilitating Russian grain and fertiliser exports to global markets, UN spokesman says.","A senior UN official had constructive discussions in Moscow with Russian First Deputy Prime Minister Andrei Belousov on facilitating Russian grain and fertiliser exports to global markets, UN spokesm… [+2720 chars]"
Russian missile hits residential building in Ukraine’s Kyiv,https://www.aljazeera.com/news/2022/6/26/missile-hits-residential-building-in-ukraines-capital-kyiv,2022-06-26T09:10:39Z,Ukraine's state emergency services are working to extract trapped people from a nine-story building.,"Russian missile has hit a residential building in Kyiv, wounding five people and burying others under rubble, in the first such attack on the Ukrainian capital in nearly three weeks.
A fire broke ou… [+3357 chars]"
"G7, UN condemn ‘deplorable’ Russian attack on Kremenchuk mall",https://www.aljazeera.com/news/2022/6/28/g7-un-condemn-deplorable-russian-attack-on-ukraine-mall,2022-06-28T04:49:39Z,G7 denounces 'war crime' after Russian missile attacks on a crowded Ukrainian shopping mall kills at least 16 people.,"The leaders of the G7 have condemned a deadly Russian missiles attack on a crowded Ukrainian shopping mall as an abominable war crime.
In a statement on Monday, the G7 leaders, who are holding a mee… [+3893 chars]"
"Russia-Ukraine war: List of key events, day 103",https://www.aljazeera.com/news/2022/6/6/russia-ukraine-war-list-of-key-events-day-103,2022-06-06T09:39:13Z,"As the Russia-Ukraine war enters its 103rd day, we take a look at the main developments.","Here are the key events so far on Monday, June 6.
Get the latest updates here.
Fighting
<ul><li>Ukraine has reversed a Russian advance in Severodonetsk and recaptured about 20 percent of the strat… [+3873 chars]"
"Russia-Ukraine war: List of key events, day 100",https://www.aljazeera.com/news/2022/6/3/russia-ukraine-war-list-of-key-events-day-100,2022-06-03T07:32:06Z,"As the Russia-Ukraine war enters its 100th day, we take a look at the main developments.","Here are the key events so far on Friday, June 3.
Get the latest updates here.
Fighting
<ul><li>Ukraines President Volodymyr Zelenskyy said Russian forces have occupied about 20 percent of his nat… [+3567 chars]"
"Russia-Ukraine war: List of key events, day 115",https://www.aljazeera.com/news/2022/6/18/russia-ukraine-war-list-of-key-events-day-115,2022-06-18T07:23:51Z,"As the Russia-Ukraine war enters its 115th day, we take a look at the main developments.","Here are the key events so far on Saturday, June 18.
Get the latest update here.
Fighting
<ul><li>Russia heavily shelled the eastern city of Lysychansk, killing several people and making a key hig… [+2277 chars]"
"Russia-Ukraine live news: Indonesia leader to visit Kyiv, Moscow",https://www.aljazeera.com/news/2022/6/26/russia-ukraine-live-news-indonesia-leader-to-visit-kyiv-moscow,2022-06-26T05:01:26Z,"Joko Widodo says he will urge his Russian and Ukrainian counterparts to begin dialogue during visits to Kyiv, Moscow.",<ul><li>Indonesian President Joko Widodo says he will call for a ceasefire during a peace-building visit to Russia and Ukraine.</li><li>Several explosions heard in Kyivs Shevchenkivsky district; no i… [+3027 chars]
"Russia bans dozens of British journalism, media, defence figures",https://www.aljazeera.com/news/2022/6/14/russia-bans-dozens-of-british-journalists-defence-officials,2022-06-14T16:54:10Z,"Those banned include journalists, news anchors, editors and managers with BBC, Sky News, Times and Guardian newspapers.","Moscow has banned dozens of British journalists, media representatives, and defence figures from entering the country, the Russian foreign ministry said.
In a move that Moscow said was a response to… [+2391 chars]"
"Russia-Ukraine war: List of key events, day 101",https://www.aljazeera.com/news/2022/6/4/russia-ukraine-war-list-of-key-events-day-101,2022-06-04T06:42:31Z,"As the Russia-Ukraine war enters its 101st day, we take a look at the main developments.","Here are the key events so far on Saturday, June 4.
Get the latest updates here.
Fighting
<ul><li>Ukraine said it clawed back a chunk of the key industrial centre of Severodonetsk, appearing to st… [+2737 chars]"
"Putin, African Union head meet Friday to discuss food crisis",https://www.aljazeera.com/news/2022/6/2/putin-african-union-head-meet-friday-to-discuss-food-crisis,2022-06-02T17:00:02Z,"Talks are expected to focus on grain supplies, political cooperation amid Russia's standoff with the West over Ukraine.","Russian President Vladimir Putin will host the head of the African Union for talks focused on grain supplies and political cooperation amid Kremlins standoff with the West over Ukraine.
Washington a… [+2635 chars]"
Kremlin denies blame for food crisis as Putin meets AU leaders,https://www.aljazeera.com/news/2022/6/3/kremlin-denies-blame-for-mounting-food-crisis-as-putin-meets-african-union-leaders,2022-06-03T13:36:06Z,African countries are acutely affected by the growing crisis which has caused a rise in prices of food and fuels.,"The Kremlin said that Russian President Vladimir Putin who is meeting African Union leaders, will tell them that Moscow is not to blame for the growing food crisis affecting their continent.
State T… [+1905 chars]"
No opposition to Ukraine’s EU candidacy: Officials,https://www.aljazeera.com/news/2022/6/21/no-opposition-to-ukraines-eu-candidacy-officials,2022-06-21T16:43:57Z,EU leaders expected to sign off on Ukraine's candidacy at summit this week after EU Commission recommendation.,"Ukraine is set to become an official candidate for European Union membership on Thursday in a symbolic but morale-boosting decision following Russias invasion, ministers and diplomats have said.
EU … [+3133 chars]"
Russia defaults on foreign debt for the first time since 1918,https://www.aljazeera.com/economy/2022/6/27/russia-defaults-on-foreign-debt-for-the-first-time-since-1918,2022-06-27T05:54:31Z,"Russia has pushed back against the default designation, saying it has the funds to cover any bills.","Russia defaulted on its foreign-currency sovereign debt for the first time in a century, the culmination of ever-tougher Western sanctions that shut down payment routes to overseas creditors.
For mo… [+5358 chars]"
Timeline: Week 17 of Russia’s war in Ukraine,https://www.aljazeera.com/news/2022/6/23/timeline-week-17-of-russias-war-in-ukraine,2022-06-23T13:03:31Z,Al Jazeera recaps key events in week 17 of Russia’s invasion of Ukraine.,"Here, Al Jazeera looks at the major events that marked the 17th week of the war in Ukraine:
June 15
Russian forces attack Ukraines easternmost free city of Severdonetsk from several directions, as … [+8512 chars]"
Brent crude climbs above $120 a barrel as China eases lockdowns,https://www.aljazeera.com/economy/2022/5/30/brent-crude-climbs-above-120-a-barrel-as-china-eases-lockdowns,2022-05-30T14:41:35Z,The rally in oil was also propped up on word that Europe was nearing a deal on an embargo of Russian oil.,"Oil climbed to a two-month high as China eased anti-virus lockdowns and the EU worked on a plan to ban imports of Russian crude.
Brent crude rose above $120 a barrel, building on last weeks 6% rally… [+2761 chars]"
Lavrov’s cancelled visit a ‘diplomatic scandal’ for Serbia,https://www.aljazeera.com/news/2022/6/7/lavrovs-cancelled-visit-a-diplomatic-scandal,2022-06-07T10:01:56Z,"Three NATO members shut down their airspace to the Russian foreign minister's plane, forcing him to cancel his trip.","The recent European move against the Russian foreign minister, in which airspace closures forced him to cancel a visit to Belgrade, shows how isolated Serbia has become on the world stage, according … [+3802 chars]"
"Russia-Ukraine war: List of key events, day 125",https://www.aljazeera.com/news/2022/6/28/russia-ukraine-war-list-of-key-events-day-125,2022-06-28T08:01:27Z,"As the Russia-Ukraine war enters its 125th day, we take a look at the main developments.","Here are the key events so far on Tuesday, June 28.
Get the latest updates here.
Fighting
<ul><li>Russian missiles hit a crowded shopping centre in Kremenchuk, Poltava, killing at least 18 people … [+1891 chars]"
"Russia-Ukraine war: List of key events, day 113",https://www.aljazeera.com/news/2022/6/16/russia-ukraine-war-list-of-key-events-day-113,2022-06-16T08:02:52Z,"As the Russia-Ukraine war enters its 113th day, we take a look at the main developments.","Here are the key events so far on Thursday, June 16.
Get the latest update here.
Fighting
<ul><li>Ukrainian fighters inside the Severodonetsk Azot chemical plant ignored a Russian ultimatum to sur… [+2560 chars]"
Casualty warnings as Russia said to use deadlier weapons in war,https://www.aljazeera.com/news/2022/6/11/russia-said-to-use-more-deadly-weapons-in-ukraine-war,2022-06-11T16:18:45Z,"Moscow reportedly using older, deadlier missiles in fierce fighting for control of eastern Ukraine.",Ukrainian and British officials have warned that Russian forces are relying on weapons which are capable of causing mass casualties to civilians as they try to make headway in their fight to capture … [+4607 chars]
"G7 leaders wrap up summit, pledge tougher action against Russia",https://www.aljazeera.com/news/2022/6/28/g7-leaders-wrap-up-summit-pledge-tougher-action-against-russia,2022-06-28T13:39:43Z,Leaders of world's richest democracies say they will impose 'severe and immediate economic costs' on Moscow.,The leaders of the worlds wealthiest democracies have pledged during a meeting in Germany to isolate Russia as they struck a united stance to support Ukraine for as long as it takes against Moscows i… [+4995 chars]
Iran applies to join BRICS group of emerging countries,https://www.aljazeera.com/economy/2022/6/28/iran-applies-to-join-brics-group-of-emerging-countries,2022-06-28T03:08:53Z,Iranian official says membership 'would result in added values for both sides'.,"Iran has submitted an application to become a member of the group of emerging economies known as the BRICS, an Iranian official said on Monday.
Irans membership in the BRICS group, which includes Br… [+1290 chars]"
"Russia-Ukraine war: List of key events, day 124",https://www.aljazeera.com/news/2022/6/27/russia-ukraine-war-list-of-key-events-day-124,2022-06-27T08:00:20Z,"As the Russia-Ukraine war enters its 124th day, we take a look at the main developments.","Here are the key events so far on Monday, June 27.
Get the latest updates here.
Fighting
Diplomacy
<ul><li>Leaders from the G7 held their first day of meetings, in which four nations backed a ban… [+1230 chars]"
"Russia-Ukraine war: List of key events, day 121",https://www.aljazeera.com/news/2022/6/24/russia-ukraine-war-list-of-key-events-day-121,2022-06-24T07:14:53Z,"As the Russia-Ukraine war enters its 121st day, we take a look at the main developments.","Here are the key events so far on Friday, June 24.
Get the latest updates here.
Fighting
<ul><li>Ukrainian troops will have to be withdrawn from the mostly Russian-occupied battleground city of Se… [+2415 chars]"
Can a country stay neutral in the face of war?,https://www.aljazeera.com/program/inside-story/2022/6/2/can-a-country-stay-neutral-in-the-face-of-war,2022-06-02T19:06:10Z,Russia's invasion of Ukraine triggers debate in countries that have taken a neutral stance in conflicts.,"Many countries have decided to avoid taking sides in Russias invasion of Ukraine.
Thirty-five nations abstained from voting on a UN resolution condemning the conflict.
However, the concept of neutr… [+930 chars]"
"Russia-Ukraine war: List of key events, day 109",https://www.aljazeera.com/news/2022/6/12/russia-ukraine-war-list-of-key-events-day-109,2022-06-12T10:09:08Z,"As the Russia-Ukraine war enters its 109th day, we take a look at the main developments.","Here are the key events so far on Saturday, June 11.
Get the latest update here.
Fighting:
<ul><li>In Ukraines Mykolaiv region near the front line in the south, the regional governor stressed the … [+2155 chars]"
‘War fatigue’ may cause West to lose interest in Ukraine support,https://www.aljazeera.com/news/2022/6/10/ukraine-fears-a-long-war-might-cause-west-to-lose-interest,2022-06-10T19:28:05Z,Analysts suggest a long war could erode the West's resolve to help Ukraine in its battle against Russia.,"As Russias invasion of Ukraine grinds into its fourth month, officials in Kyiv have expressed fears the specter of war fatigue could erode the Wests resolve to help the country push back Moscows aggr… [+5728 chars]"
Fiji turns over yacht allegedly owned by Russian oligarch to US,https://www.aljazeera.com/news/2022/6/7/russian-oligarchs-yacht-turned-over-to-us-by-fiji,2022-06-07T10:54:52Z,"The ruling ends an eight-week legal battle over the $300m Amadea yacht, allegedly owned by Suleiman Kerimov.","A court in Fiji has handed a superyacht allegedly owned by a sanctioned Russian oligarch to United States authorities following a lengthy court process.
The $300m Amadea yacht, which Washington says… [+2809 chars]"
Analysis: Ukraine war has both blindsided and empowered Orban,https://www.aljazeera.com/news/2022/6/27/analysis-ukraine-war-has-both-blindsided-and-empowered-hungarys-orban,2022-06-27T10:07:26Z,The Hungarian PM's stance on Russia's invasion appears to have benefitted him domestically but has angered EU partners.,"Since Russias invasion of Ukraine, Hungary has found itself in a delicate geopolitical position.
Under the leadership of Prime Minister Viktor Orban, the Hungarian government has become the most Rus… [+6796 chars]"
European leaders back ‘immediate’ EU candidacy for Ukraine,https://www.aljazeera.com/news/2022/6/16/eu-leaders-back-immediate-eu-candidacy-for-ukraine,2022-06-16T16:49:14Z,"Leaders of France, Italy, Germany and Romania visit Ukraine to pledge support and back Kyiv's bid to join the EU.","The leaders of France, Germany, Italy and Romania have met Ukrainian President Volodymyr Zelenskyy to drive home a message of support that Kyiv hopes will lead to more weapons supplies and tougher sa… [+4605 chars]"
Russia ‘losing’ the war in Ukraine and uniting the West: Analysts,https://www.aljazeera.com/news/2022/6/3/russia-losing-the-war-in-ukraine-and-uniting-the-west-analysts,2022-06-03T06:16:27Z,Western experts say Moscow's limited territorial gains in 100-day-long incursion have come at an enormous cost.,"The war in Ukraine has demolished the myth of Russian military might, cemented the Western alliance, bifurcated global finance and trade and devastated Ukraines economy.
The conflict, triggered by R… [+7660 chars]"
Why are some nations neutral on the Russia-Ukraine war?,https://www.aljazeera.com/news/2022/6/23/why-global-south-nations-stay-neutral,2022-06-23T07:58:33Z,"Some countries in Asia, Africa and the Middle East have refused to isolate Russia, despite the EU's lobbying efforts.","Brussels, Belgium European Union officials are preparing to meet in Brussels on Thursday, where they are expected to grant EU candidacy status to Ukraine in a gesture of solidarity amid the conflict … [+6017 chars]"
Russia-Ukraine live news: Kyiv says forces make gains in key city,https://www.aljazeera.com/news/2022/6/3/ukraine-forces-making-gains-in-key-eastern-city-governor-liveblog,2022-06-03T20:56:40Z,"Ukrainian forces have recaptured 20 percent of territory lost in Severodonetsk, Luhansk regional governor says.","<ul><li>Ukrainian forces have recaptured around 20 percent of territory lost in the city of Severodonetsk, the head of the eastern region of Luhansk says.</li><li>Kremlin spokesman Dmitry Peskov says… [+3806 chars]"
Iran says it expects confiscated oil cargo to be returned in full,https://www.aljazeera.com/news/2022/6/9/iran-says-expects-confiscated-oil-cargo-to-be-returned-in-full,2022-06-09T19:43:48Z,Tehran's remarks come after a Greek court ruling quashed an original decision to confiscate the Iranian oil cargo.,"Iran said it expects oil cargo confiscated by the United States off the coast of Greece to be returned in full following a Greek court decision overturning an original ruling to allow its seizure.
T… [+2162 chars]"
Iran says oil sales strong despite effect of Ukraine war,https://www.aljazeera.com/news/2022/6/11/iran-says-oil-sales-strong-despite-ukraine-war-changes,2022-06-11T07:39:02Z,Iran's petroleum ministry has said it won't lose customers even as China buys more oil from Russia.,"Tehran, Iran Iran says its oil sales have remained at relatively high levels despite changes brought on by the effects of the Ukraine war and the persistence of United States sanctions.
Iran is now … [+5326 chars]"
